0.805,71.891,0.24182,90.82
1.18,17.882,0.80334,81.333
1.175,16.763,0.75128,78.405
1.155,17.803,0.73344,81.427
1.18,17.339,0.8015,81.627
1.235,17.245,0.89405,77.648
1.21,17.134,0.92806,79.337
1.205,16.505,0.94326,77.559
1.205,17.781,0.95631,79.812
1.28,18.845,0.85897,77.75
1.22,18.149,0.87853,80.216
1.25,16.048,0.99101,73.204
1.32,18.004,1.2961,73.679
1.26,15.701,0.9759,72.165
1.245,16.438,1.1069,75.265
1.235,17.436,1.1733,77.672
1.23,17.82,1.02,78.362
1.175,17.582,0.76923,80.981
1.165,16.252,0.879,77.533
1.205,15.905,0.84624,74.675
1.16,16.117,0.81244,82.121
1.19,15.061,0.84181,74.11
1.215,17.283,0.8744,79.057
1.18,17.695,0.88809,81.976
1.21,18.268,0.96626,81.545
1.21,16.973,0.8012,77.775
1.155,15.615,0.67313,77.611
1.21,16.534,0.82042,75.241
1.215,17.384,0.86379,77.248
1.24,16.671,1.0015,75.318
1.225,17.3,0.87153,78.043
1.18,18.327,0.72744,82.382
1.155,15.458,0.93752,76.366
1.27,16.419,1.2133,73.101
1.34,17.777,1.0892,73.352
1.265,17.115,1.0264,73.738
1.195,14.53,0.78494,71.501
1.25,18.472,0.9875,78.519
1.23,18.872,0.83973,81.734
1.2,17.282,1.0881,80.633
1.265,17.092,1.1563,75.816
1.27,17.254,1.1381,76.029
1.315,16.695,1.3506,72.507
1.34,18.167,1.2995,73.943
1.36,18.661,1.5954,74.014
1.34,17.459,1.6434,72.714
1.305,16.383,1.8129,72.178
1.405,20.113,2.0639,74.247
1.345,18.135,1.4639,72.902
1.31,17.022,1.1139,70.97
1.24,17.098,0.97032,75.533
1.205,17.087,0.85994,77.07
1.205,15.733,1.1577,75.422
1.27,17.158,1.2305,73.253
1.285,18.108,1.0033,73.365
1.315,17.548,1.546,72.896
1.27,16.018,1.0976,73.231
1.26,17.423,1.0464,76.404
1.31,18.486,1.071,75.427
1.2,16.78,0.86695,77.771
1.27,16.162,1.1701,71.863
1.28,17.2,1.1834,75.748
1.365,17.737,1.4985,71.792
1.265,17.287,1.1635,75.535
1.225,18.039,0.79124,77.654
1.22,17.296,0.97609,78.869
1.255,16.934,0.96588,75.931
1.22,16.169,0.95833,74.282
1.16,15.324,0.83096,77.436
1.265,17.629,1.1591,75.598
1.215,16.157,0.99727,75.095
1.29,17.635,1.1476,75.77
1.255,16.898,1.3406,76.848
1.26,16.843,1.2606,74.869
1.25,17.336,1.1508,77.063
1.22,15.912,0.88012,76.434
1.17,16.031,0.82121,78.683
1.095,16.111,0.60638,82.364
1.24,17.827,1.08,78.613
1.31,15.845,1.7971,69.76
1.3,20.794,1.1012,76.481
1.17,17.391,0.84997,77.367
1.295,18.445,1.3031,73.492
1.205,16.375,0.92158,74.986
1.11,17.66,0.72414,80.169
0.935,19.27,0.41913,90.59
1.07,16.918,0.58315,81.171
1.175,17.015,0.89821,77.257
1.195,18.372,0.87376,80.441
1.23,19.016,0.84221,80.153
1.335,18.406,1.0313,69.064
1.215,17.808,0.84405,76.755
1.33,18.657,1.7402,73.086
1.275,17.871,1.4296,75.712
1.285,17.981,1.247,74.393
1.36,19.645,1.2188,75.929
1.23,16.394,1.5477,74.188
1.365,18.199,1.5123,70.914
1.29,18.292,0.98364,74.753
1.17,16.008,0.82542,72.39
1.235,17.993,1.0129,76.55
1.21,15.769,0.9941,75.015
1.325,17.446,1.3239,72.656
1.295,18.912,1.0285,77.167
1.195,17.255,0.81372,78.06
1.28,18.065,1.0909,75.938
1.275,17.524,1.2151,73.722
1.23,15.615,1.3951,71.354
1.085,15.534,0.79512,82.758
1.165,15.488,1.2168,77.077
1.06,14.371,0.83892,80.728
1.13,15.496,1.0417,76.168
1.215,16.863,0.93179,75.518
1.21,18.002,0.85385,74.577
1,17.237,0.43092,86.027
1.34,17.378,1.5414,69.549
1.22,16.899,0.96494,78.656
1.26,16.599,1.0035,74.046
1.205,17.567,0.95688,80.395
1.18,18.376,0.83478,81.619
1.14,16.86,0.68972,81.443
1.2,17.812,0.87652,81.574
1.27,16.38,0.99454,73.324
1.325,18.735,0.90544,74.594
1.27,17.458,1.0501,75.573
1.255,15.777,1.1806,71.618
1.34,18.163,1.492,72.081
1.37,20.161,1.6108,75.517
1.33,19.142,1.6266,75.186
1.345,17.283,1.9143,71.022
1.41,20.01,1.9556,72.749
1.375,18.167,1.3329,72.461
1.36,18.934,1.1295,72.963
1.27,16.915,1.0137,72.577
1.22,17.473,1.0138,79.195
1.24,16.86,1.2233,75.224
1.21,15.985,1.0885,75.9
1.36,18.623,1.581,72.574
1.255,18.001,1.1933,77.282
1.28,17.432,1.0905,75.043
1.32,16.665,1.0282,72.635
1.215,14.881,1.0352,71.881
1.29,17.418,1.2247,74.54
1.265,17.741,1.1318,76.476
1.245,17.637,0.9335,76.77
1.275,18.063,1.0794,75.818
1.11,15.27,0.57917,76.798
1.145,17.118,0.62172,80.876
1.235,16.507,1.0546,76.198
1.28,19.345,0.85226,77.385
1.21,15.675,1.0413,76.611
1.28,18.253,1.0906,77.112
1.305,19.203,1.0742,78.164
1.275,16.581,1.2233,73.255
1.335,16.986,1.7573,69.052
1.31,16.401,1.2153,71.013
1.22,15.614,0.91959,73.533
1.28,17.577,0.93907,72.609
1.275,18.336,0.85145,76.107
1.215,16.08,1.0412,75.689
1.245,17.352,0.9345,78.333
1.265,18.375,0.86948,76.836
1.205,17.086,0.79545,77.429
1.23,16.893,0.97542,76.098
1.23,16.847,0.80429,74.986
1.15,15.376,0.74807,77.304
1.19,16.943,0.76434,78.999
1.22,17.211,0.89594,76.752
1.215,17.269,0.86356,77.436
1.23,17.403,0.96053,77.739
1.215,17.23,0.85262,77.536
1.27,16.938,0.88437,74.053
1.235,15.661,0.87376,74.758
1.265,16.361,1.0967,73.63
1.225,16.638,1.1429,75.08
1.23,16.912,0.97203,76.623
1.26,18.646,0.95075,78.441
1.275,19.776,0.85669,80.166
1.23,17.645,0.80451,78.076
1.25,17.712,0.86005,76.769
1.275,18.379,0.92284,76.303
1.28,17.875,1.0323,75.895
1.245,17.578,0.85955,77.468
1.235,19.303,0.88758,80.097
1.2,16.525,0.86204,76.85
1.265,18.705,0.97806,78.622
1.245,20.122,0.85322,81.288
1.27,19.652,0.85321,79.097
1.21,17.265,0.69464,78.039
1.215,18.501,0.73914,79.986
1.25,18.592,0.9711,79.095
1.27,18.161,0.91725,76.797
1.235,17.052,0.86227,76.739
1.215,17.752,0.78043,78.435
1.3,18.629,0.9758,76.474
1.25,18.278,0.85496,79.277
1.245,17.706,0.87444,76.313
1.23,17.41,0.86768,76.989
1.245,18.679,0.82254,78.055
1.26,18.629,0.8844,79.102
1.245,17.63,1.0426,77.073
1.255,18.421,0.88735,76.952
1.23,17.01,0.98022,76.141
1.275,18.271,0.90082,77.194
1.2,17.216,0.81377,78.362
1.255,17.333,0.83787,76.215
1.245,16.95,0.92555,74.415
1.285,19.157,1.0545,76.91
1.315,18.851,1.2142,75.097
1.31,18.784,1.0726,75.157
1.285,19.139,1.093,79.785
1.39,19.653,1.507,73.892
1.25,17.551,0.88827,76.062
1.165,16.218,0.70857,78.341
1.24,18.202,0.79548,78.825
1.215,16.463,0.84895,76.527
1.235,18.436,0.93058,77.036
1.265,18.026,0.90782,76.958
1.26,18.377,1.0477,77.546
1.285,18.268,0.97521,76.774
1.245,17.828,0.90634,77.44
1.245,18.542,0.80032,77.473
1.225,17.881,0.84631,79.06
1.22,17.756,0.7759,78.025
1.18,17.91,0.804,79.829
1.175,18.318,0.66957,81.215
1.175,17.219,0.82117,78.978
1.24,18.538,0.94181,79.518
1.285,18.196,0.9573,77.465
1.27,16.985,0.90086,73.602
1.255,16.982,0.91401,74.401
1.305,18.276,1.2239,76.166
1.305,18.384,1.1559,75.126
1.26,17.452,1.024,75.712
1.27,17.511,0.94606,73.246
1.3,17.284,1.1457,74.487
1.235,17.425,0.94256,77.256
1.26,18.867,0.95271,78.108
1.175,15.579,0.69506,76.34
1.155,13.467,0.93328,72.438
1.33,16.735,1.1793,69.986
1.29,18.508,1.2096,76.785
1.285,16.739,1.0315,72.779
1.245,16.884,0.95691,73.065
1.205,17.688,0.88725,78.094
1.2,17.231,0.83188,77.607
1.225,17.274,0.75322,75.055
1.14,16.783,0.62622,79.668
1.2,18.356,0.87052,76.862
1.165,16.235,0.80739,78.041
1.24,18.651,0.77231,79.558
1.195,19.305,0.82537,81.72
1.12,17.439,0.56048,79.405
1.255,17.172,0.87483,75.622
1.285,17.129,1.1393,73.329
1.355,19.252,1.413,73.151
1.355,19.677,1.3093,74.262
1.365,20.349,1.356,75.061
1.305,21.175,1.024,80.136
1.185,17.55,0.86856,79.026
1.17,17.807,0.66882,79.344
1.175,20.193,0.64147,84.296
1.18,17.239,0.64708,78.66
1.275,17.515,0.86392,76.073
1.375,20.72,1.0003,76.737
1.23,18.94,0.72458,80.209
1.255,18.616,0.84286,77.967
1.32,21.209,1.1037,80.863
1.345,19.517,1.3195,76.882
1.41,18.952,1.2356,71.156
1.315,19.483,0.86293,77.272
1.305,19.714,1.0031,79.157
1.255,16.441,1.1873,75.171
1.24,17.069,0.94193,75.633
1.28,20.013,0.97392,77.59
1.19,16.858,0.93152,76.266
1.3,18.658,1.2069,77.365
1.325,18.719,1.3944,75.647
1.305,18.011,1.2248,76.166
1.27,18.742,1.0264,78.859
1.3,20.201,1.3331,78.867
1.305,17.412,1.4217,73.599
1.315,17.472,1.245,70.538
1.32,17.495,1.1545,73.088
1.36,19.53,1.0865,73.777
1.26,17.341,0.82904,75.413
1.225,19.21,0.74146,79.082
1.285,19.977,0.99758,78.279
1.215,17.238,0.78105,76.545
1.345,19.272,1.1166,75.306
1.31,19.232,1.1855,75.543
1.255,18.159,0.93555,76.432
1.345,17.946,1.2202,71.529
1.275,16.082,1.1722,71.223
1.28,17.709,1.1022,74.838
1.24,18.998,0.85359,79.875
1.2,16.781,0.77913,75.489
1.195,16.714,0.8869,77.184
1.15,15.261,0.8052,74.294
1.04,15.836,0.52136,79.253
1.175,14.087,0.83258,71.584
1.215,16.416,0.9444,74.306
1.18,17.05,0.73993,79.507
1.215,16.596,0.891,76.104
1.3,18.223,1.0605,77.084
1.285,19.262,1.0085,79.327
1.24,16.38,0.94422,75.7
1.125,17.374,0.65394,77.169
1.265,20.241,0.87528,80.271
1.225,16.893,0.89179,74.501
1.2,18.76,0.64227,79.075
1.36,19.081,1.4059,70.981
1.245,19.836,0.95074,81.413
1.245,18.172,1.0733,77.794
1.26,19.312,0.9441,79.112
1.295,17.03,1.5742,72.193
1.275,17.576,1.192,76.944
1.32,19.881,1.0716,76.826
1.245,16.729,1.0747,75.277
1.26,20.068,0.66325,74.825
1.295,17.765,1.1116,74.972
1.33,19.484,1.4914,72.9
1.34,20.184,1.4883,76.644
1.32,20.405,1.2919,77.65
1.135,18.982,0.68178,83.729
1.175,17.345,0.68001,80.275
1.335,17.149,1.5622,72.363
1.42,19.83,1.3081,71.906
1.23,15.81,1.0178,72.185
1.32,16.265,1.9304,70.6
1.295,18.489,1.7129,75.88
1.205,14.765,1.1174,74.567
1.24,16.269,1.0448,75.015
1.265,16.395,1.271,70.737
1.38,18.33,1.5554,69.229
1.265,18.796,0.76063,76.947
1.055,16.08,0.42373,69.474
1.27,18.003,1.1912,69.974
1.29,18.674,1.5366,76.537
1.17,18.464,0.85011,81.463
1.295,17.911,1.2643,73.75
1.44,20.447,2.4903,70.787
1.42,20.31,1.9055,74.104
1.245,16.75,1.2069,75.336
1.35,18.447,1.1523,73.476
1.58,20.737,4.2676,63.311
1.325,22.346,0.815,78.29
1.39,20.856,1.5906,72.605
1.405,21.748,1.495,68.452
1.36,20.306,1.3555,73.768
1.405,20.505,1.7872,69.038
1.325,18.334,1.7091,72.787
1.255,20.942,0.8166,78.639
1.33,19.598,1.3443,75.585
1.405,20.699,1.7254,73.915
1.32,18.997,1.6525,76.012
1.335,21.329,1.4288,77.029
1.4,20.715,1.6652,71.656
1.03,18.389,0.50578,70.976
1.385,20.064,1.7286,71.644
1.255,17.974,1.3542,77.629
1.28,17.332,1.2843,72.401
1.315,18.672,1.24,73.139
1.3,16.895,2.1611,66.415
1.32,19.884,1.6584,78.718
1.28,16.401,1.333,69.072
1.295,17.387,1.3089,72.924
1.325,18.359,1.06,74.025
1.365,19.479,1.4024,72.793
1.225,17.484,0.92661,77.037
1.23,17.831,0.86673,78.15
1.28,19.115,0.8773,78.063
1.265,18.994,1.1399,79.063
1.2,18.469,0.97634,81.589
1.225,17.905,1.0431,79.058
1.26,18.897,0.88426,80.594
1.24,18.187,0.92787,77.115
1.24,17.963,0.86242,77.514
1.255,19.079,0.93899,79.124
1.21,19.344,0.86047,82.652
1.19,16.697,0.90685,78.343
1.29,20.456,1.1013,81.099
1.285,20.433,1.0899,80.622
1.25,18.614,0.96488,79.123
1.34,19.309,1.3127,75.187
1.27,16.971,1.2263,73.559
1.295,15.698,1.4948,65.686
1.3,19.605,1.4178,78.631
1.31,18.298,1.196,74.7
1.28,19.081,0.89765,76.11
1.21,18.101,0.82551,79.986
1.185,14.514,0.80864,71.772
1.35,17.141,1.2632,70.878
1.33,18.155,1.6413,72.569
1.265,16.664,1.2253,73.895
1.235,17.653,0.85209,76.989
1.195,18.085,0.94128,78.69
1.2,18.564,0.7572,79.611
1.175,17.616,0.86232,81.92
1.15,19.868,0.60903,82.925
1.21,16.198,0.93873,76.33
1.29,19.036,1.1964,77.183
1.265,17.924,1.0548,78.517
1.29,18.339,1.0184,77.352
1.265,19.638,1.13,81.33
1.2,17.78,0.89367,79.754
1.31,18.449,1.035,75.629
1.24,19.2,0.84961,80.056
1.23,17.96,0.88597,77.259
1.27,18.603,0.89739,77.604
1.265,19.814,0.88635,79.932
1.22,17.591,0.80393,77.602
1.205,18.525,0.83344,78.301
1.235,19.222,0.82758,77.919
1.215,19.236,0.85351,82.855
1.26,18.785,0.83071,76.806
1.255,19.035,0.82946,80.758
1.27,20.787,0.97307,81.413
1.2,16.433,0.91609,76.447
1.265,17.954,0.85971,75.801
1.265,19.054,0.97179,76.191
1.2,18.445,0.84912,80.085
1.13,18.421,0.70325,85.337
1.155,19.627,0.62702,85.092
1.165,18.996,0.62201,81.842
1.135,18.329,0.62068,84.153
1.2,18.06,0.68284,80.567
1.22,19.845,0.70042,81.894
1.125,19.535,0.66052,87.406
1.165,17.872,0.67741,81.744
1.24,19.093,0.92723,79.93
1.25,19.763,0.92611,82.454
1.195,17.97,0.69093,81.203
1.255,19.506,0.79246,82.236
1.255,20.265,0.79509,82.093
1.15,17.042,0.70111,80.498
1.225,17.803,0.92348,79.552
